date,ln(qte),qte_injectee_Mwh
422,7.76893153029027,2365.942
423,7.73805229768932,2294
424,7.78151881330337,2395.911
425,7.79007011158931,2416.487
426,7.78726666713397,2409.722
427,7.79050866871034,2417.547
428,7.7513114336254,2324.619
429,7.77706047736096,2385.253
430,7.77588003184277,2382.439
431,7.77354903090517,2376.892
432,7.81444567474782,2476.114
433,7.79460937315236,2427.481
434,7.802975580237,2447.875
435,7.79783426496701,2435.322
436,7.77665750390626,2384.292
437,7.77361129515298,2377.04
438,7.77952217296082,2391.132
439,7.74224402322355,2303.636
440,7.75422894266968,2331.411
441,7.71941545093816,2251.643
442,7.74821538655823,2317.433
443,7.74610609077446,2312.55
444,7.71721953231086,2246.704
445,7.68410739287492,2173.529
446,7.75140477789915,2324.836
447,7.80549744489639,2454.056
448,7.78624860432142,2407.27
449,7.72312717188729,2260.016
450,7.7254730740446,2265.324
451,7.71011688932353,2230.803
452,7.66628421880443,2135.133
453,7.63608811973075,2071.624
454,7.66954753722245,2142.112
455,7.63645877467455,2072.392
456,7.5832297124399,1964.965
457,7.65461951424804,2110.372
458,7.68570581731711,2177.006
459,7.76746846357481,2362.483
460,7.72513090109292,2264.549
461,7.79191406491817,2420.947
462,7.72245969726239,2258.508
463,7.69853947561657,2205.125
464,7.72657870613002,2267.83
465,7.68951983788755,2185.325
466,7.74202651729501,2303.135
467,7.74542955227247,2310.986
468,7.78548063492266,2405.422
469,7.77219255961018,2373.67
470,7.73649485184692,2290.43
471,7.74035043959275,2299.278
472,7.78502156644104,2404.318
473,7.78786945953713,2411.175
474,7.80431625290508,2451.159
475,7.82859126551819,2511.389
476,7.795175643589,2428.856
477,7.71785492815091,2248.132
478,7.74905001375588,2319.368
479,7.68012529274884,2164.891
480,7.70173599386475,2212.185
481,7.59640988301566,1991.035
482,7.6976588657839,2203.184
483,7.76135878834078,2348.093
484,7.74493786634253,2309.85
485,7.7544236555717,2331.865
486,7.73429327978677,2285.393
487,7.76408494383867,2354.503
488,7.77196250960067,2373.124
489,7.79083870089767,2418.345
490,7.72865826804404,2272.551
491,7.70446395793833,2218.228
492,7.70440940840587,2218.107
493,7.77363821903244,2377.104
494,7.81129911325301,2468.335
495,7.82349105689783,2498.613
496,7.83651870243574,2531.377
497,7.80763203558804,2459.3
498,7.77308150451729,2375.781
499,7.78873215199933,2413.256
500,7.83167721897841,2519.151
501,7.85166506893228,2570.01
502,7.85964517410704,2590.601
503,7.89774544242582,2691.208
504,7.84122441357142,2543.317
505,7.81814583902486,2485.293
506,7.80900587288314,2462.681
507,7.79351628542133,2424.829
508,7.83452610235161,2526.338
509,7.88279291792811,2651.267
510,7.9186923339929,2748.175
511,7.86338671681015,2600.312
512,7.8516763528714,2570.039
513,7.86731046015395,2610.535
514,7.87500676996011,2630.704
515,7.90763062318876,2717.943
516,7.92051007014011,2753.175
517,7.93413660204782,2790.948
518,7.86643899472632,2608.261
519,7.84685353070211,2557.674
520,7.911151350098,2727.529
521,7.89111046413952,2673.411
522,7.92696318398237,2770.999
523,7.96767143687957,2886.129
524,7.99546063606713,2967.457
525,7.93655007053874,2797.692
526,7.9156383790649,2739.795
527,7.93990791342879,2807.102
528,7.94287916161543,2815.455
529,7.95732717217557,2856.428
530,7.98607165871068,2939.726
531,8.00836058028051,3005.985
532,7.95885763363636,2860.803
533,7.96624567522354,2882.017
534,7.96094751825918,2866.788
535,7.98026107266574,2922.694
536,8.01307634671631,3020.194
537,8.01495062758072,3025.86
538,8.03416008601132,3084.547
539,8.00575104430545,2998.151
540,7.93624656005699,2796.843
541,7.96797214052142,2886.997
542,8.00115467074859,2984.402
543,7.98081212459537,2924.305
544,8.00442401350523,2994.175
545,8.05195196391163,3139.918
546,8.04452040313277,3116.67
547,7.99026630185627,2952.083
548,7.97468940448241,2906.455
549,8.00968605537407,3009.972
550,7.94462194274457,2820.366
551,7.92665530537362,2770.146
552,8.03279883051352,3080.351
553,8.0455491774749,3119.878
554,8.04984140293066,3133.298
555,8.04806725688378,3127.744
556,7.99874021991468,2977.205
557,8.02498256188481,3056.368
558,8.03846812072335,3097.864
559,8.06213838960007,3172.066
560,8.01613141246911,3029.435
561,7.99289826246319,2959.863
562,8.00168428484783,2985.983
563,7.9989843788664,2977.932
564,8.05449783159373,3147.922
565,8.04985129661031,3133.329
566,8.0403843793499,3103.806
567,8.06244697364462,3173.045
568,8.01591979947053,3028.794
569,8.01510660412639,3026.332
570,8.00968970988644,3009.983
571,8.02905361559007,3068.836
572,8.01882366733191,3037.602
573,8.02164625183939,3046.188
574,8.08008291511794,3229.501
575,7.96998984935455,2892.828
576,7.94200503102649,2812.995
577,7.99376583159345,2962.432
578,8.03570272028861,3089.309
579,8.05278030480374,3142.52
580,8.04460350119543,3116.929
581,8.00638790077686,3000.061
582,7.95312465469265,2844.449
583,7.93288785963574,2787.465
584,7.96726492752607,2884.956
585,7.98329646470226,2931.579
586,8.01352323799908,3021.544
587,8.01759595932342,3033.875
588,8.02790007039777,3065.298
589,8.00069986988538,2983.045
590,7.99980944341962,2980.39
591,8.02877888086786,3067.993
592,8.03650193237926,3091.779
593,8.01995911600297,3041.053
594,8.01588149966493,3028.678
595,8.0431423432176,3112.378
596,8.02883722349718,3068.172
597,8.01103930473979,3014.048
598,8.00628823116986,2999.762
599,8.03725752235005,3094.116
600,8.08158511447444,3234.356
601,8.10406852363394,3307.899
602,8.07368378990165,3208.901
603,8.0303262524449,3072.744
604,8.03243776751676,3079.239
605,8.0504747201252,3135.283
606,8.05564364549054,3151.531
607,8.03273455005852,3080.153
608,8.04360651070141,3113.823
609,8.05117648382544,3137.484
610,8.08108102312861,3232.726
611,8.05600499184114,3152.67
612,8.04871959107908,3129.785
613,8.03521219907491,3087.794
614,8.06607443512564,3184.576
615,8.10950220788437,3325.922
616,8.10727900080196,3318.536
617,8.08000952647472,3229.264
618,8.07802692534533,3222.868
619,8.11744252474244,3352.436
620,8.10311913240243,3304.76
621,8.1044405939435,3309.13
622,8.1203564516448,3362.219
623,8.11841447945551,3355.696
624,8.13205233923826,3401.774
625,8.16062881279351,3500.387
626,8.15347780735418,3475.445
627,8.15677926619065,3486.938
628,8.12796642490164,3387.903
629,8.15870088278453,3493.645
630,8.16874573724181,3528.915
631,8.14149385442135,3434.044
632,8.14656332895584,3451.497
633,8.14382046943023,3442.043
634,8.12966603199471,3393.666
635,8.15817149600904,3491.796
636,8.1382311535914,3422.858
637,8.15854945353111,3493.116
638,8.09034498572644,3262.813
639,8.06748900720878,3189.084
640,8.09004857176609,3261.846
641,8.10901320134883,3324.296
642,8.14179083621505,3435.064
643,8.16370886632115,3511.185
644,8.1598957680631,3497.822
645,8.16248431350246,3506.888
646,8.16482126193174,3515.093
647,8.14169651037977,3434.74
648,8.17806567265151,3561.958
649,8.17878973118258,3564.538
650,8.18762800610166,3596.182
651,8.15725922835339,3488.612
652,8.14413563952811,3443.128
653,8.12957085015533,3393.343
654,8.14531381511791,3447.187
655,8.1455835639225,3448.117
656,8.17615956746739,3555.175
657,8.18845659741189,3599.163
658,8.20848548810421,3671.977
659,8.1837424654308,3582.236
660,8.17844965735073,3563.326
661,8.15008717537249,3463.681
662,8.18510576743783,3587.123
663,8.18502938018677,3586.849
664,8.21045279060909,3679.208
665,8.21156599743578,3683.306
666,8.16031165471012,3499.277
667,8.14565606463449,3448.367
668,8.16752478710825,3524.609
669,8.22708497826377,3740.913
670,8.20437052604588,3656.898
671,8.16523396811114,3516.544
672,8.20850564053282,3672.051
673,8.18750008448295,3595.722
