Date,conso_moy_quot_MW_PCS0C
03/03/21,70912.7500
03/04/21,73029.2917
03/05/21,80851.3333
03/06/21,73325.2917
03/07/21,72645.6250
03/08/21,84103.7917
03/09/21,84076.2917
03/10/21,82119.1667
03/11/21,65981.3750
03/12/21,68773.8750
03/13/21,64033.8750
03/14/21,65481.3750
03/15/21,71605.5000
03/16/21,78224.8333
03/17/21,79970.8333
03/18/21,84006.7500
03/19/21,82778.9167
03/20/21,77559.0833
03/21/21,70380.0000
03/22/21,80192.7917
03/23/21,76310.5000
03/24/21,70185.9167
03/25/21,67426.5000
03/26/21,64223.7083
03/27/21,57567.0417
03/28/21,51438.2917
03/29/21,54615.7917
03/30/21,51754.3333
03/31/21,47988.3333
04/01/21,40251.6667
04/02/21,41222.0417
04/03/21,46085.4583
04/04/21,46769.4167
04/05/21,54640.1667
04/06/21,74855.6667
04/07/21,79475.2917
04/08/21,71519.7917
04/09/21,64582.5833
04/10/21,57398.5000
04/11/21,58858.5833
04/12/21,73703.7500
04/13/21,73731.6250
04/14/21,72383.3750
04/15/21,72516.9167
04/16/21,72475.0000
04/17/21,61566.3333
04/18/21,58006.1667
04/19/21,59898.4167
04/20/21,55462.2083
04/21/21,52231.1250
04/22/21,51430.7500
04/23/21,48080.8750
04/24/21,37222.6250
04/25/21,35877.8333
04/26/21,47035.8750
04/27/21,47499.8750
04/28/21,46853.4583
04/29/21,50819.4167
04/30/21,53136.9167
05/01/21,44919.7083
05/02/21,45201.7083
05/03/21,50544.5417
05/04/21,47223.2500
05/05/21,50330.2083
05/06/21,55606.3333
05/07/21,50013.5000
05/08/21,35443.5833
05/09/21,27820.5417
05/10/21,33889.7083
05/11/21,40605.7083
05/12/21,42054.1250
05/13/21,36990.2083
05/14/21,38656.0000
05/15/21,36900.8750
05/16/21,34890.8750
05/17/21,43286.2500
05/18/21,44247.1667
05/19/21,45059.2083
05/20/21,43221.8333
05/21/21,37846.3333
05/22/21,35786.1667
05/23/21,33767.9583
05/24/21,36810.5833
05/25/21,42936.5833
05/26/21,41829.0833
05/27/21,39077.1250
05/28/21,35825.5833
05/29/21,25630.0833
05/30/21,24327.0000
05/31/21,28504.0000
06/01/21,28191.5417
06/02/21,26359.9583
06/03/21,26711.0000
06/04/21,28489.1667
06/05/21,24055.1667
06/06/21,22819.1250
06/07/21,29468.8333
06/08/21,30558.2083
06/09/21,29318.1667
06/10/21,29414.0417
06/11/21,27847.8333
06/12/21,21345.2917
06/13/21,19574.2083
06/14/21,25750.3750
06/15/21,27975.2917
06/16/21,28245.9167
06/17/21,27622.6667
06/18/21,26623.4167
06/19/21,21888.7083
06/20/21,19868.0833
06/21/21,26484.2500
06/22/21,28778.8750
06/23/21,29988.8750
06/24/21,29661.6667
06/25/21,28690.5000
06/26/21,22984.2083
06/27/21,20130.8333
06/28/21,27392.0000
06/29/21,29543.9583
06/30/21,30137.2083
07/01/21,29392.7917
07/02/21,29301.8333
07/03/21,22290.7500
07/04/21,19815.1667
07/05/21,27359.8333
07/06/21,26048.7083
07/07/21,28757.2917
07/08/21,30589.6667
07/09/21,30653.9167
07/10/21,22497.1250
07/11/21,20589.8750
07/12/21,28497.5833
07/13/21,29556.7917
07/14/21,22939.7917
07/15/21,25400.9167
07/16/21,25507.0417
07/17/21,21004.5833
07/18/21,18377.5833
07/19/21,26306.2083
07/20/21,26933.6250
07/21/21,27699.6250
07/22/21,26041.5000
07/23/21,23328.0000
07/24/21,18670.4167
07/25/21,17561.1250
07/26/21,24950.5417
07/27/21,23643.3750
07/28/21,22189.1667
07/29/21,21760.9167
07/30/21,20959.4167
07/31/21,18172.5833
08/01/21,17366.3333
08/02/21,20533.4583
08/03/21,21906.3333
08/04/21,22289.2083
08/05/21,21403.0417
08/06/21,20464.4583
08/07/21,18300.7917
08/08/21,17815.1667
08/09/21,19906.7083
08/10/21,20957.1667
08/11/21,22096.7500
08/12/21,22194.4583
08/13/21,19974.5000
08/14/21,17091.4583
08/15/21,15956.3333
08/16/21,18828.7500
08/17/21,20110.3750
08/18/21,20840.0000
08/19/21,21555.8750
08/20/21,21984.4167
08/21/21,19115.3333
08/22/21,17888.4583
08/23/21,22145.7083
08/24/21,23472.5417
08/25/21,23894.7083
08/26/21,24268.8750
08/27/21,24390.3750
08/28/21,20078.3333
08/29/21,19359.6250
08/30/21,25424.7917
08/31/21,26690.7500
09/01/21,26609.6250
09/02/21,26057.0833
09/03/21,25422.5417
09/04/21,20914.3333
09/05/21,19348.7083
09/06/21,27141.4583
09/07/21,26964.5833
09/08/21,26574.0833
09/09/21,30508.4167
09/10/21,30308.7500
09/11/21,24240.8333
09/12/21,20407.2500
09/13/21,29707.0833
09/14/21,30139.7500
09/15/21,29532.1250
09/16/21,29441.5417
09/17/21,29395.7917
09/18/21,22521.3333
09/19/21,21326.8333
09/20/21,31785.2917
09/21/21,30982.8333
09/22/21,31013.2500
09/23/21,28496.4167
09/24/21,27867.6250
09/25/21,25119.0833
09/26/21,21889.4167
09/27/21,29920.4167
09/28/21,33507.4167
09/29/21,29865.0000
09/30/21,33306.1250
10/01/21,28571.9583
10/02/21,27194.0000
10/03/21,25714.3333
10/04/21,37106.8750
10/05/21,36366.5000
10/06/21,39313.3333
10/07/21,42282.1250
10/08/21,40896.4583
10/09/21,33850.5833
10/10/21,33521.9583
10/11/21,45176.1250
10/12/21,47649.5000
10/13/21,51173.5000
10/14/21,54095.0417
10/15/21,52421.9167
10/16/21,44188.8750
10/17/21,41889.9167
10/18/21,51204.2500
10/19/21,42290.8750
10/20/21,37400.8333
10/21/21,46191.9167
10/22/21,57076.3750
10/23/21,53118.1250
10/24/21,49688.7083
10/25/21,57434.0833
10/26/21,56265.5417
10/27/21,56731.0417
10/28/21,55934.1667
10/29/21,49512.8750
10/30/21,42994.9167
10/31/21,41175.7083
11/01/21,48809.4583
11/02/21,64269.0833
11/03/21,70318.6667
11/04/21,73591.5417
11/05/21,73405.9167
11/06/21,70712.0417
11/07/21,61345.4583
11/08/21,75225.7917
11/09/21,79340.8750
11/10/21,84973.5833
11/11/21,77617.5000
11/12/21,77677.2083
11/13/21,65348.1250
11/14/21,60464.4167
11/15/21,76056.6250
11/16/21,80547.2917
11/17/21,77608.9583
11/18/21,79619.1250
11/19/21,79477.0000
11/20/21,74626.2917
11/21/21,73420.6250
11/22/21,85781.6667
11/23/21,91680.4167
11/24/21,92617.2917
11/25/21,94353.7083
11/26/21,94706.5833
11/27/21,88430.1250
11/28/21,86419.4583
11/29/21,102422.7500
11/30/21,98822.0417
12/01/21,88534.0417
12/02/21,96518.8750
12/03/21,101169.2500
12/04/21,80544.2500
12/05/21,84090.2083
12/06/21,95776.0833
12/07/21,94649.9583
12/08/21,92824.8750
12/09/21,97631.4167
12/10/21,94188.7917
12/11/21,86914.2917
12/12/21,80067.9583
12/13/21,88132.5417
12/14/21,93020.9583
12/15/21,92238.6250
12/16/21,90509.5000
12/17/21,89274.2083
12/18/21,84646.4167
12/19/21,86923.8333
12/20/21,96658.0833
12/21/21,104614.7083
12/22/21,109044.0833
12/23/21,95477.2500
12/24/21,73286.4583
12/25/21,60912.5417
12/26/21,62497.2917
12/27/21,62708.8333
12/28/21,59182.4583
12/29/21,55659.1250
12/30/21,50995.5000
12/31/21,54823.1250
01/01/22,53393.7917
01/02/22,55540.3333
01/03/22,63388.9583
01/04/22,71160.8333
01/05/22,85083.1250
01/06/22,92832.3750
01/07/22,91204.7917
01/08/22,77641.7083
01/09/22,77944.5417
01/10/22,94673.7917
01/11/22,99744.3333
01/12/22,103185.2917
01/13/22,105039.3750
01/14/22,105687.2083
01/15/22,99793.9583
01/16/22,98223.9167
01/17/22,100532.4583
01/18/22,99884.0833
01/19/22,98609.5000
01/20/22,97467.2917
01/21/22,100585.2500
01/22/22,94287.5833
01/23/22,91688.5000
01/24/22,102319.7500
01/25/22,108218.8333
01/26/22,107024.2917
01/27/22,105268.9167
01/28/22,98781.3750
01/29/22,83599.8750
01/30/22,80186.1667
01/31/22,87989.9167
02/01/22,90681.9167
02/02/22,81308.0833
02/03/22,83072.3750
02/04/22,80996.2500
02/05/22,75563.3750
02/06/22,70908.2500
02/07/22,80932.6250
02/08/22,82656.5833
02/09/22,82090.0417
02/10/22,81630.4583
02/11/22,85348.8333
02/12/22,83592.7917
02/13/22,70870.3333
02/14/22,75217.2500
02/15/22,78187.0000
02/16/22,66803.4583
02/17/22,62936.2500
02/18/22,62847.8750
02/19/22,64153.5833
02/20/22,59580.0833
02/21/22,71264.0833
02/22/22,72372.0417
02/23/22,72159.6667
02/24/22,70116.5833
02/25/22,76260.8333
02/26/22,75742.7083
02/27/22,70042.4583
02/28/22,82431.6667
03/01/22,81089.9583
03/02/22,76883.7917
03/03/22,72011.7917
03/04/22,71713.9583
03/05/22,67498.8750
03/06/22,70993.5000
03/07/22,88639.0833
03/08/22,83146.2500
03/09/22,75255.2083
03/10/22,67421.4583
03/11/22,63081.4583
03/12/22,58117.1250
03/13/22,57600.5417
03/14/22,69231.2917
03/15/22,66156.4167
03/16/22,64235.8750
03/17/22,67236.5000
03/18/22,65641.7500
03/19/22,52361.9167
03/20/22,56320.5833
03/21/22,60225.5417
03/22/22,58327.4167
03/23/22,58873.7500
03/24/22,57295.0417
03/25/22,54327.5000
03/26/22,44943.1667
03/27/22,40280.0417
03/28/22,49908.4583
03/29/22,51030.6250
03/30/22,56428.2083
03/31/22,66996.7917
04/01/22,83571.9167
04/02/22,81051.2083
04/03/22,76911.0833
04/04/22,82715.0833
04/05/22,71668.5417
04/06/22,64654.4583
04/07/22,57445.0417
04/08/22,64270.8750
04/09/22,62958.2083
04/10/22,56961.1250
04/11/22,53118.9583
04/12/22,46467.4583
04/13/22,46971.4583
04/14/22,43083.0833
04/15/22,36037.6667
04/16/22,28989.3750
04/17/22,28042.7500
04/18/22,31536.5417
04/19/22,42709.7917
04/20/22,44396.2917
04/21/22,42084.9167
04/22/22,40106.8750
04/23/22,30682.3750
04/24/22,31594.8333
04/25/22,42910.2083
04/26/22,46215.7500
04/27/22,45172.7917
04/28/22,42254.4167
04/29/22,39998.8750
04/30/22,35571.8750
05/01/22,32104.1250
05/02/22,37815.9167
05/03/22,40149.5417
05/04/22,40707.2500
05/05/22,40191.6250
05/06/22,38447.7083
05/07/22,30279.8333
05/08/22,26560.5417
05/09/22,33963.9167
05/10/22,33260.7500
05/11/22,31587.9583
05/12/22,33695.8750
05/13/22,32728.5417
05/14/22,26026.3750
05/15/22,22915.9167
05/16/22,31133.8333
05/17/22,31966.8333
05/18/22,30528.6667
05/19/22,30377.0000
05/20/22,31277.4583
05/21/22,23386.7500
05/22/22,22514.0833
05/23/22,29819.9583
05/24/22,30359.9167
05/25/22,30279.9583
05/26/22,22531.7083
05/27/22,22828.5833
05/28/22,21657.7500
05/29/22,22474.0000
05/30/22,30276.4167
05/31/22,30568.2917
